Gene	AveExpr	logFC	P.Value	adj.P.Val	Sig	GeneType
ENSG00000240505	TNFRSF13B	2.17	0.82	0.00669	0.0147	TRUE	protein_coding
ENSG00000164885	CDK5	2.92	0.36	0.00669	0.0147	FALSE	protein_coding
ENSG00000157216	SSBP3	5.6	-0.49	0.00669	0.0147	FALSE	protein_coding
ENSG00000147799	ARHGAP39	0.34	-0.2	0.00671	0.0148	FALSE	protein_coding
ENSG00000082516	GEMIN5	4.08	-0.39	0.00671	0.0148	FALSE	protein_coding
ENSG00000272277	AL031963.3	0.76	0.36	0.00671	0.0148	FALSE	lncRNA
ENSG00000115525	ST3GAL5	4.41	-0.54	0.00672	0.0148	FALSE	protein_coding
ENSG00000187796	CARD9	4.33	-0.6	0.00672	0.0148	TRUE	protein_coding
ENSG00000165434	PGM2L1	4.53	-0.56	0.00672	0.0148	FALSE	protein_coding
ENSG00000173852	DPY19L1	4.3	0.48	0.00672	0.0148	FALSE	protein_coding
ENSG00000177688	SUMO4	2.04	0.39	0.00673	0.0148	FALSE	protein_coding
ENSG00000246465	AC138904.1	0.2	-0.13	0.00673	0.0148	FALSE	lncRNA
ENSG00000243679	AC018638.5	5.11	0.6	0.00673	0.0148	TRUE	processed_pseudogene
ENSG00000132623	ANKEF1	1.85	-0.48	0.00674	0.0148	FALSE	protein_coding
ENSG00000213876	RPL7AP64	2.58	-0.65	0.00674	0.0148	TRUE	processed_pseudogene
ENSG00000111727	HCFC2	3.61	-0.41	0.00674	0.0148	FALSE	protein_coding
ENSG00000272455	AL391244.2	1.45	-0.25	0.00675	0.0148	FALSE	lncRNA
ENSG00000154719	MRPL39	2.33	-0.45	0.00675	0.0149	FALSE	protein_coding
ENSG00000171115	GIMAP8	6.39	-0.49	0.00676	0.0149	FALSE	protein_coding
ENSG00000278000	AC139100.2	0.42	0.21	0.00676	0.0149	FALSE	lncRNA
ENSG00000028137	TNFRSF1B	9.6	0.41	0.00676	0.0149	FALSE	protein_coding
ENSG00000130669	PAK4	3.41	-0.29	0.00677	0.0149	FALSE	protein_coding
ENSG00000142453	CARM1	5.88	-0.68	0.00677	0.0149	TRUE	protein_coding
ENSG00000196756	SNHG17	3.92	-0.32	0.00677	0.0149	FALSE	lncRNA
ENSG00000149016	TUT1	2.91	-0.28	0.00677	0.0149	FALSE	protein_coding
ENSG00000115568	ZNF142	5.28	-0.2	0.00677	0.0149	FALSE	protein_coding
ENSG00000223459	TCAF1P1	0.73	-0.26	0.00679	0.0149	FALSE	unprocessed_pseudogene
ENSG00000108244	KRT23	5.9	0.97	0.00679	0.0149	TRUE	protein_coding
ENSG00000149485	FADS1	3.87	0.56	0.0068	0.0149	FALSE	protein_coding
ENSG00000139433	GLTP	5.38	0.31	0.0068	0.0149	FALSE	protein_coding
ENSG00000132603	NIP7	3.74	-0.3	0.0068	0.0149	FALSE	protein_coding
ENSG00000107404	DVL1	4.32	-0.36	0.00681	0.015	FALSE	protein_coding
ENSG00000288602	C8orf44-SGK3	0.35	0.17	0.00681	0.015	FALSE	protein_coding
ENSG00000141582	CBX4	5.58	0.28	0.00682	0.015	FALSE	protein_coding
ENSG00000116337	AMPD2	7.33	-0.61	0.00683	0.015	TRUE	protein_coding
ENSG00000106610	STAG3L4	2.23	-0.29	0.00684	0.015	FALSE	transcribed_unprocessed_pseudogene
ENSG00000174807	CD248	1.42	-0.55	0.00684	0.015	FALSE	protein_coding
ENSG00000261512	AC092368.3	3.25	0.44	0.00685	0.015	FALSE	lncRNA
ENSG00000161179	YDJC	3.57	-0.39	0.00685	0.015	FALSE	protein_coding
ENSG00000203279	AL590705.1	0.19	-0.13	0.00685	0.015	FALSE	lncRNA
ENSG00000281772	AC019226.2	0.68	0.3	0.00687	0.0151	FALSE	TEC
ENSG00000166352	IFTAP	0.8	-0.21	0.00688	0.0151	FALSE	protein_coding
ENSG00000261079	AC009053.3	0.14	-0.1	0.00688	0.0151	FALSE	lncRNA
ENSG00000180279	LINC01869	0.14	-0.1	0.00688	0.0151	FALSE	transcribed_unitary_pseudogene
ENSG00000105185	PDCD5	2.47	-0.33	0.00688	0.0151	FALSE	protein_coding
ENSG00000108960	MMD	6.12	0.7	0.00688	0.0151	TRUE	protein_coding
ENSG00000110711	AIP	5.53	-0.29	0.00689	0.0151	FALSE	protein_coding
ENSG00000253483	AC104561.2	0.52	0.33	0.00689	0.0151	FALSE	processed_pseudogene
ENSG00000144840	RABL3	3.56	-0.38	0.00691	0.0152	FALSE	protein_coding
ENSG00000112304	ACOT13	2.91	0.3	0.00692	0.0152	FALSE	protein_coding
ENSG00000154889	MPPE1	6.57	0.41	0.00693	0.0152	FALSE	protein_coding
ENSG00000278263	AC135068.2	0.14	0.19	0.00693	0.0152	FALSE	IG_V_gene
ENSG00000235665	LINC00298	0.75	-0.39	0.00694	0.0152	FALSE	lncRNA
ENSG00000207802	MIR646	1	0.5	0.00695	0.0152	FALSE	miRNA
ENSG00000231665	OGFOD1P1	0.29	0.2	0.00695	0.0152	FALSE	processed_pseudogene
ENSG00000167487	KLHL26	3.34	-0.28	0.00695	0.0152	FALSE	protein_coding
ENSG00000038274	MAT2B	6.55	-0.36	0.00695	0.0152	FALSE	protein_coding
ENSG00000204248	COL11A2	1.48	0.55	0.00697	0.0153	FALSE	protein_coding
ENSG00000137225	CAPN11	0.66	0.44	0.00699	0.0153	FALSE	protein_coding
ENSG00000226380	AC016831.1	4.14	0.55	0.00699	0.0153	FALSE	lncRNA
ENSG00000247134	AC090204.1	0.77	-0.25	0.00699	0.0153	FALSE	lncRNA
ENSG00000115145	STAM2	5.55	0.33	0.00699	0.0153	FALSE	protein_coding
ENSG00000126934	MAP2K2	7.14	0.31	0.007	0.0153	FALSE	protein_coding
ENSG00000219607	PPP1R3G	0.29	-0.25	0.00701	0.0153	FALSE	protein_coding
ENSG00000107551	RASSF4	5.55	-0.6	0.00701	0.0154	TRUE	protein_coding
ENSG00000169925	BRD3	6.39	0.26	0.00702	0.0154	FALSE	protein_coding
ENSG00000168090	COPS6	4.45	-0.3	0.00702	0.0154	FALSE	protein_coding
ENSG00000150764	DIXDC1	1.21	-0.33	0.00702	0.0154	FALSE	protein_coding
ENSG00000281195	AC007878.1	3.48	0.44	0.00703	0.0154	FALSE	lncRNA
ENSG00000229313	AL133268.3	0.18	0.23	0.00703	0.0154	FALSE	lncRNA
ENSG00000228150	AL357140.2	0.55	0.2	0.00703	0.0154	FALSE	lncRNA
ENSG00000089006	SNX5	5.36	-0.35	0.00703	0.0154	FALSE	protein_coding
ENSG00000253139	AC013644.1	0.59	0.27	0.00703	0.0154	FALSE	lncRNA
ENSG00000279693	AC099521.3	1.26	-0.75	0.00703	0.0154	TRUE	TEC
ENSG00000269886	AC022382.1	0.19	-0.12	0.00703	0.0154	FALSE	lncRNA
ENSG00000187608	ISG15	5.81	1.79	0.00703	0.0154	TRUE	protein_coding
ENSG00000206768	AL391262.1	0.43	0.17	0.00704	0.0154	FALSE	misc_RNA
ENSG00000178573	MAF	4.68	-0.62	0.00705	0.0154	TRUE	protein_coding
ENSG00000196655	TRAPPC4	4.23	-0.24	0.00705	0.0154	FALSE	protein_coding
ENSG00000134201	GSTM5	0.55	0.48	0.00706	0.0154	FALSE	protein_coding
ENSG00000278794	AC015884.3	0.55	0.21	0.00706	0.0154	FALSE	misc_RNA
ENSG00000174307	PHLDA3	0.68	0.28	0.00707	0.0155	FALSE	protein_coding
ENSG00000211893	IGHG2	4.75	1.53	0.00708	0.0155	TRUE	IG_C_gene
ENSG00000115758	ODC1	6.35	-0.7	0.00709	0.0155	TRUE	protein_coding
ENSG00000013619	MAMLD1	1.68	-0.55	0.00709	0.0155	FALSE	protein_coding
ENSG00000261360	AC010491.1	0.72	-0.21	0.00709	0.0155	FALSE	lncRNA
ENSG00000133250	ZNF414	3.27	-0.31	0.00711	0.0155	FALSE	protein_coding
ENSG00000028310	BRD9	5.31	-0.24	0.00711	0.0155	FALSE	protein_coding
ENSG00000183569	SERHL2	0.2	-0.13	0.00711	0.0155	FALSE	protein_coding
ENSG00000202469	AC002359.1	0.3	0.17	0.00712	0.0156	FALSE	misc_RNA
ENSG00000256538	AC046130.3	0.24	-0.12	0.00713	0.0156	FALSE	lncRNA
ENSG00000247315	ZCCHC3	4.5	-0.26	0.00714	0.0156	FALSE	protein_coding
ENSG00000211935	IGHV1-3	1.7	1.18	0.00714	0.0156	TRUE	IG_V_gene
ENSG00000119950	MXI1	7.54	-0.96	0.00715	0.0156	TRUE	protein_coding
ENSG00000103089	FA2H	0.34	0.25	0.00715	0.0156	FALSE	protein_coding
ENSG00000226501	USF1P1	1.25	0.36	0.00717	0.0157	FALSE	processed_pseudogene
ENSG00000157326	DHRS4	2.07	-0.38	0.00718	0.0157	FALSE	protein_coding
ENSG00000215156	AC138409.1	0.5	0.34	0.00718	0.0157	FALSE	processed_pseudogene
ENSG00000007062	PROM1	0.34	0.26	0.00718	0.0157	FALSE	protein_coding
ENSG00000274472	AC008379.2	0.17	0.18	0.00718	0.0157	FALSE	misc_RNA
ENSG00000176533	GNG7	4	-0.44	0.00719	0.0157	FALSE	protein_coding
ENSG00000265784	AC006441.3	0.3	0.13	0.00719	0.0157	FALSE	lncRNA
ENSG00000134107	BHLHE40	6.03	-0.41	0.0072	0.0157	FALSE	protein_coding
ENSG00000212306	AC090695.1	0.43	0.21	0.00721	0.0157	FALSE	misc_RNA
ENSG00000140398	NEIL1	2.94	-0.52	0.00721	0.0157	FALSE	protein_coding
ENSG00000277972	CISD3	3.29	-0.36	0.00722	0.0157	FALSE	protein_coding
ENSG00000120800	UTP20	4	-0.51	0.00722	0.0157	FALSE	protein_coding
ENSG00000183665	TRMT12	3.04	-0.32	0.00722	0.0157	FALSE	protein_coding
ENSG00000125629	INSIG2	4.47	0.39	0.00723	0.0158	FALSE	protein_coding
ENSG00000198838	RYR3	0.66	-0.31	0.00723	0.0158	FALSE	protein_coding
ENSG00000156299	TIAM1	5.43	-0.7	0.00724	0.0158	TRUE	protein_coding
ENSG00000199023	MIR339	0.23	-0.13	0.00724	0.0158	FALSE	miRNA
ENSG00000260672	AC100827.4	0.6	0.24	0.00724	0.0158	FALSE	lncRNA
ENSG00000172831	CES2	5.16	-0.23	0.00724	0.0158	FALSE	protein_coding
ENSG00000254272	AC087854.2	0.7	-0.27	0.00724	0.0158	FALSE	processed_pseudogene
ENSG00000285480	H2BE1	0.31	-0.16	0.00725	0.0158	FALSE	protein_coding
ENSG00000288586	AL357874.3	0.25	-0.13	0.00725	0.0158	FALSE	lncRNA
ENSG00000185883	ATP6V0C	5.27	-0.52	0.00725	0.0158	FALSE	protein_coding
ENSG00000148408	CACNA1B	0.44	0.24	0.00726	0.0158	FALSE	protein_coding
ENSG00000152672	CLEC4F	0.37	-0.46	0.00727	0.0158	FALSE	protein_coding
ENSG00000065308	TRAM2	5.15	0.65	0.00728	0.0158	TRUE	protein_coding
ENSG00000224775	BRAFP1	0.13	-0.12	0.00728	0.0158	FALSE	unprocessed_pseudogene
ENSG00000279977	AC008764.10	1.61	0.34	0.00728	0.0159	FALSE	TEC
ENSG00000235655	H3P6	5.77	0.58	0.0073	0.0159	FALSE	processed_pseudogene
ENSG00000165169	DYNLT3	3	-0.44	0.00731	0.0159	FALSE	protein_coding
ENSG00000167118	URM1	4.43	-0.27	0.00731	0.0159	FALSE	protein_coding
ENSG00000280620	SCAANT1	0.14	0.11	0.00731	0.0159	FALSE	lncRNA
ENSG00000170855	TRIAP1	2.21	-0.42	0.00732	0.0159	FALSE	protein_coding
ENSG00000276166	AC092118.2	0.39	0.18	0.00732	0.0159	FALSE	lncRNA
ENSG00000175467	SART1	5.98	0.32	0.00732	0.0159	FALSE	protein_coding
ENSG00000240568	AC107626.1	0.19	-0.13	0.00732	0.0159	FALSE	processed_pseudogene
ENSG00000167702	KIFC2	4.01	-0.44	0.00734	0.016	FALSE	protein_coding
ENSG00000064961	HMG20B	5.23	0.31	0.00734	0.016	FALSE	protein_coding
ENSG00000102271	KLHL4	0.1	-0.14	0.00735	0.016	FALSE	protein_coding
ENSG00000138411	HECW2	3.33	0.6	0.00735	0.016	TRUE	protein_coding
ENSG00000227543	SPAG5-AS1	1.12	0.27	0.00735	0.016	FALSE	lncRNA
ENSG00000125247	TMTC4	3.01	-0.4	0.00735	0.016	FALSE	protein_coding
ENSG00000160307	S100B	0.85	-0.6	0.00736	0.016	TRUE	protein_coding
ENSG00000038945	MSR1	2.19	-0.94	0.00736	0.016	TRUE	protein_coding
ENSG00000236137	AL445231.1	0.17	0.12	0.00736	0.016	FALSE	lncRNA
ENSG00000287917	AP000944.7	2.2	0.54	0.00736	0.016	FALSE	lncRNA
ENSG00000237575	PYY2	0.29	0.2	0.00737	0.016	FALSE	transcribed_unprocessed_pseudogene
ENSG00000178636	AC092656.1	0.23	-0.17	0.00737	0.016	FALSE	transcribed_processed_pseudogene
ENSG00000170638	TRABD	7.04	0.35	0.00738	0.016	FALSE	protein_coding
ENSG00000005108	THSD7A	0.54	-0.4	0.00738	0.016	FALSE	protein_coding
ENSG00000100883	SRP54	5.29	0.34	0.00738	0.016	FALSE	protein_coding
ENSG00000263316	AC027763.2	0.56	0.24	0.00739	0.0161	FALSE	lncRNA
ENSG00000271643	AC112220.2	1.22	0.27	0.00739	0.0161	FALSE	lncRNA
ENSG00000251417	AC145285.2	0.25	-0.13	0.00739	0.0161	FALSE	lncRNA
ENSG00000103423	DNAJA3	4.22	-0.43	0.0074	0.0161	FALSE	protein_coding
ENSG00000222032	AC112721.2	0.38	0.28	0.00741	0.0161	FALSE	lncRNA
ENSG00000116183	PAPPA2	0.43	0.31	0.00742	0.0161	FALSE	protein_coding
ENSG00000253239	IGLVI-70	0.41	0.56	0.00744	0.0162	FALSE	IG_V_pseudogene
ENSG00000236200	KDM4A-AS1	0.39	0.19	0.00745	0.0162	FALSE	lncRNA
ENSG00000103356	EARS2	3.02	-0.48	0.00745	0.0162	FALSE	protein_coding
ENSG00000279720	SOWAHCP2	0.19	-0.21	0.00746	0.0162	FALSE	processed_pseudogene
ENSG00000224875	EML4-AS1	0.39	-0.16	0.00746	0.0162	FALSE	lncRNA
ENSG00000272894	AC004982.2	0.51	-0.22	0.00746	0.0162	FALSE	lncRNA
ENSG00000236785	SDR42E1P5	1.13	0.8	0.00746	0.0162	TRUE	processed_pseudogene
ENSG00000204933	CD177P1	1.46	1.18	0.00748	0.0162	TRUE	unprocessed_pseudogene
ENSG00000232036	AL078645.2	0.3	-0.21	0.00748	0.0162	FALSE	processed_pseudogene
ENSG00000156697	UTP14A	3.55	-0.42	0.00748	0.0162	FALSE	protein_coding
ENSG00000137880	GCHFR	2.25	-0.36	0.00748	0.0162	FALSE	protein_coding
ENSG00000254999	BRK1	5.77	-0.34	0.00749	0.0163	FALSE	protein_coding
ENSG00000175054	ATR	5.4	-0.36	0.0075	0.0163	FALSE	protein_coding
ENSG00000285108	AC103718.1	0.33	0.39	0.0075	0.0163	FALSE	lncRNA
ENSG00000146399	TAAR1	0.25	0.28	0.00751	0.0163	FALSE	protein_coding
ENSG00000006744	ELAC2	5.12	-0.32	0.00752	0.0163	FALSE	protein_coding
ENSG00000261087	ZNNT1	1.67	-0.29	0.00753	0.0163	FALSE	lncRNA
ENSG00000274349	ZNF658	1.67	-0.39	0.00753	0.0163	FALSE	protein_coding
ENSG00000170266	GLB1	5.82	0.23	0.00753	0.0163	FALSE	protein_coding
ENSG00000261737	AL049597.2	1.15	0.4	0.00754	0.0163	FALSE	lncRNA
ENSG00000024048	UBR2	8.46	0.35	0.00756	0.0164	FALSE	protein_coding
ENSG00000272264	AC009686.2	0.6	-0.23	0.00757	0.0164	FALSE	lncRNA
ENSG00000130382	MLLT1	6.78	0.51	0.00757	0.0164	FALSE	protein_coding
ENSG00000271443	AC011247.2	0.28	0.3	0.00758	0.0164	FALSE	transcribed_processed_pseudogene
ENSG00000121742	GJB6	0.73	0.5	0.00759	0.0164	FALSE	protein_coding
ENSG00000101193	GID8	6.24	-0.31	0.00759	0.0164	FALSE	protein_coding
ENSG00000248208	WDR45P1	0.59	0.4	0.00759	0.0164	FALSE	processed_pseudogene
ENSG00000230138	LINC02812	0.93	-0.29	0.00759	0.0164	FALSE	lncRNA
ENSG00000105321	CCDC9	4.77	0.44	0.0076	0.0165	FALSE	protein_coding
ENSG00000169994	MYO7B	3.73	0.61	0.00761	0.0165	TRUE	protein_coding
ENSG00000160013	PTGIR	4.07	0.62	0.00762	0.0165	TRUE	protein_coding
ENSG00000223224	SNORD71	0.74	0.22	0.00762	0.0165	FALSE	snoRNA
ENSG00000163848	ZNF148	6.81	0.28	0.00762	0.0165	FALSE	protein_coding
ENSG00000106263	EIF3B	6.32	-0.48	0.00763	0.0165	FALSE	protein_coding
ENSG00000225177	AL590617.2	0.67	-0.25	0.00764	0.0165	FALSE	lncRNA
ENSG00000137992	DBT	4	-0.37	0.00764	0.0165	FALSE	protein_coding
ENSG00000132313	MRPL35	3.17	-0.42	0.00764	0.0165	FALSE	protein_coding
ENSG00000111642	CHD4	4.71	0.24	0.00764	0.0165	FALSE	protein_coding
ENSG00000281849	AL732314.8	0.15	-0.1	0.00765	0.0165	FALSE	lncRNA
ENSG00000179913	B3GNT3	0.25	-0.16	0.00766	0.0166	FALSE	protein_coding
ENSG00000132680	KHDC4	5.05	-0.24	0.00766	0.0166	FALSE	protein_coding
ENSG00000203711	C6orf99	0.16	0.12	0.00766	0.0166	FALSE	lncRNA
ENSG00000242628	AC009228.1	0.67	0.37	0.00766	0.0166	FALSE	lncRNA
ENSG00000146063	TRIM41	5.55	0.26	0.00767	0.0166	FALSE	protein_coding
ENSG00000268218	AC137932.3	0.32	0.18	0.00767	0.0166	FALSE	lncRNA
ENSG00000236234	AC091132.2	0.1	0.11	0.00767	0.0166	FALSE	lncRNA
ENSG00000105519	CAPS	3.45	-0.39	0.00768	0.0166	FALSE	protein_coding
ENSG00000156110	ADK	3.69	-0.41	0.00769	0.0166	FALSE	protein_coding
ENSG00000278133	AC135050.6	3.14	-0.29	0.0077	0.0166	FALSE	lncRNA
ENSG00000231039	AL355303.1	0.18	0.16	0.0077	0.0166	FALSE	lncRNA
ENSG00000154124	OTULIN	5.61	0.15	0.00773	0.0167	FALSE	protein_coding
ENSG00000147408	CSGALNACT1	6.19	0.72	0.00773	0.0167	TRUE	protein_coding
ENSG00000174437	ATP2A2	6.98	0.29	0.00774	0.0167	FALSE	protein_coding
ENSG00000239697	TNFSF12	3.98	-0.36	0.00775	0.0167	FALSE	protein_coding
ENSG00000224802	TUBB4BP2	0.99	0.3	0.00775	0.0167	FALSE	processed_pseudogene
ENSG00000160993	ALKBH4	2.68	-0.3	0.00775	0.0167	FALSE	protein_coding
ENSG00000142025	DMRTC2	0.63	0.44	0.00776	0.0168	FALSE	protein_coding
ENSG00000152520	PAN3	7.12	0.26	0.00776	0.0168	FALSE	protein_coding
ENSG00000244346	AC092953.1	1.38	0.34	0.00777	0.0168	FALSE	processed_pseudogene
ENSG00000054965	FAM168A	5.86	0.22	0.00779	0.0168	FALSE	protein_coding
ENSG00000254838	GVINP1	6.63	-0.54	0.00779	0.0168	FALSE	transcribed_unprocessed_pseudogene
ENSG00000148814	LRRC27	2.24	-0.36	0.0078	0.0168	FALSE	protein_coding
ENSG00000159658	EFCAB14	7.25	-0.22	0.0078	0.0168	FALSE	protein_coding
ENSG00000229932	YWHAZP3	0.85	0.22	0.0078	0.0168	FALSE	processed_pseudogene
ENSG00000258976	AC013451.2	0.66	0.3	0.00783	0.0169	FALSE	lncRNA
ENSG00000203995	ZYG11A	0.22	0.19	0.00784	0.0169	FALSE	protein_coding
ENSG00000108599	AKAP10	6.1	0.32	0.00784	0.0169	FALSE	protein_coding
ENSG00000101363	MANBAL	3.5	0.23	0.00785	0.0169	FALSE	protein_coding
ENSG00000125459	MSTO1	2.43	-0.36	0.00785	0.0169	FALSE	protein_coding
ENSG00000123975	CKS2	1.56	0.46	0.00785	0.0169	FALSE	protein_coding
ENSG00000275666	AC021424.1	0.71	0.29	0.00785	0.0169	FALSE	misc_RNA
ENSG00000182035	ADIG	0.22	0.12	0.00787	0.017	FALSE	protein_coding
ENSG00000236928	AC008267.4	0.46	0.19	0.00787	0.017	FALSE	processed_pseudogene
ENSG00000147202	DIAPH2	5.34	0.37	0.00788	0.017	FALSE	protein_coding
ENSG00000286480	AC009501.3	1.02	0.42	0.00789	0.017	FALSE	lncRNA
ENSG00000135930	EIF4E2	5.68	-0.18	0.00789	0.017	FALSE	protein_coding
ENSG00000188779	SKOR1	0.59	-0.23	0.00789	0.017	FALSE	protein_coding
ENSG00000211672	IGLV4-3	0.26	0.37	0.00791	0.017	FALSE	IG_V_gene
ENSG00000068784	SRBD1	4.68	0.39	0.00791	0.0171	FALSE	protein_coding
ENSG00000136631	VPS45	3.77	-0.44	0.00792	0.0171	FALSE	protein_coding
ENSG00000263439	MIR4753	0.31	0.17	0.00793	0.0171	FALSE	miRNA
ENSG00000155850	SLC26A2	4.29	-0.35	0.00793	0.0171	FALSE	protein_coding
ENSG00000089289	IGBP1	5.25	-0.22	0.00793	0.0171	FALSE	protein_coding
ENSG00000287222	AC234917.3	0.33	-0.13	0.00794	0.0171	FALSE	lncRNA
ENSG00000286388	AC026748.3	2.18	-0.39	0.00794	0.0171	FALSE	lncRNA
ENSG00000160298	C21orf58	3.1	0.49	0.00795	0.0171	FALSE	protein_coding
ENSG00000121864	ZNF639	3.83	-0.31	0.00797	0.0172	FALSE	protein_coding
ENSG00000267868	AL356740.1	0.13	-0.12	0.00797	0.0172	FALSE	lncRNA
ENSG00000271795	AC011337.1	1.47	0.51	0.00797	0.0172	FALSE	lncRNA
ENSG00000287766	AC006130.3	0.18	-0.11	0.00798	0.0172	FALSE	lncRNA
ENSG00000283604	MIR338	1.1	0.48	0.00798	0.0172	FALSE	miRNA
ENSG00000166454	ATMIN	5.07	-0.35	0.00798	0.0172	FALSE	protein_coding
ENSG00000177595	PIDD1	3.76	-0.38	0.00798	0.0172	FALSE	protein_coding
ENSG00000133216	EPHB2	2.68	0.92	0.00799	0.0172	TRUE	protein_coding
ENSG00000230928	AL139241.1	1.25	0.29	0.008	0.0172	FALSE	lncRNA
ENSG00000165475	CRYL1	3.36	-0.44	0.00802	0.0173	FALSE	protein_coding
ENSG00000139197	PEX5	4.36	-0.28	0.00802	0.0173	FALSE	protein_coding
ENSG00000280099	AL603750.1	0.24	-0.16	0.00802	0.0173	FALSE	TEC
ENSG00000141551	CSNK1D	8.19	0.38	0.00803	0.0173	FALSE	protein_coding
ENSG00000263264	AC119396.1	5.75	-0.43	0.00803	0.0173	FALSE	protein_coding
ENSG00000277075	H2AC8	4.63	0.67	0.00804	0.0173	TRUE	protein_coding
ENSG00000182712	CMC4	0.54	-0.19	0.00805	0.0173	FALSE	protein_coding
ENSG00000164125	GASK1B	5.98	0.64	0.00805	0.0173	TRUE	protein_coding
ENSG00000127249	ATP13A4	1.06	-0.32	0.00805	0.0173	FALSE	protein_coding
ENSG00000266761	MIR3194	0.21	-0.13	0.00806	0.0173	FALSE	miRNA
ENSG00000072134	EPN2	3.16	-0.54	0.00806	0.0173	FALSE	protein_coding
ENSG00000135052	GOLM1	2.93	-0.61	0.00806	0.0173	TRUE	protein_coding
ENSG00000003436	TFPI	3.04	0.69	0.00807	0.0173	TRUE	protein_coding
ENSG00000226015	CCT8P1	0.58	-0.22	0.00807	0.0174	FALSE	processed_pseudogene
ENSG00000109971	HSPA8	8.22	-0.57	0.00807	0.0174	FALSE	protein_coding
ENSG00000186792	HYAL3	2.03	0.54	0.00808	0.0174	FALSE	protein_coding
ENSG00000261663	AC009065.9	0.31	0.16	0.00808	0.0174	FALSE	lncRNA
ENSG00000132359	RAP1GAP2	7.81	0.36	0.00809	0.0174	FALSE	protein_coding
ENSG00000066651	TRMT11	2.66	-0.32	0.00809	0.0174	FALSE	protein_coding
ENSG00000186207	LCE5A	0.09	0.16	0.0081	0.0174	FALSE	protein_coding
ENSG00000179909	ZNF154	2.62	-0.56	0.0081	0.0174	FALSE	protein_coding
ENSG00000164850	GPER1	1.74	0.68	0.0081	0.0174	TRUE	protein_coding
ENSG00000225349	ANKRD49P2	0.21	0.15	0.00811	0.0174	FALSE	processed_pseudogene
ENSG00000178150	ZNF114	0.16	0.12	0.00812	0.0174	FALSE	protein_coding
ENSG00000101247	NDUFAF5	2.25	-0.29	0.00812	0.0174	FALSE	protein_coding
ENSG00000143878	RHOB	6.69	0.54	0.00812	0.0174	FALSE	protein_coding
ENSG00000134153	EMC7	4.57	0.33	0.00813	0.0175	FALSE	protein_coding
ENSG00000212526	RNU6-466P	0.37	0.18	0.00813	0.0175	FALSE	snRNA
ENSG00000214534	ZNF705E	0.19	-0.11	0.00814	0.0175	FALSE	protein_coding
ENSG00000175582	RAB6A	6.98	-0.3	0.00815	0.0175	FALSE	protein_coding
ENSG00000258615	AL117187.1	0.36	0.27	0.00815	0.0175	FALSE	unprocessed_pseudogene
ENSG00000260160	AC011468.1	0.86	-0.21	0.00816	0.0175	FALSE	lncRNA
ENSG00000262712	AC012676.1	1.38	0.37	0.00817	0.0175	FALSE	lncRNA
ENSG00000203801	LINC00222	0.78	0.37	0.00818	0.0176	FALSE	lncRNA
ENSG00000159409	CELF3	0.16	-0.2	0.00818	0.0176	FALSE	protein_coding
ENSG00000244945	AC136604.2	0.41	0.23	0.00819	0.0176	FALSE	lncRNA
ENSG00000266097	MIR5192	0.65	0.32	0.00819	0.0176	FALSE	miRNA
ENSG00000199530	AC021105.1	0.27	0.16	0.0082	0.0176	FALSE	misc_RNA
ENSG00000198848	CES1	4.83	1.22	0.0082	0.0176	TRUE	protein_coding
ENSG00000272150	NBPF25P	1.05	0.26	0.00821	0.0176	FALSE	transcribed_unprocessed_pseudogene
ENSG00000185917	SETD4	3.46	-0.23	0.00821	0.0176	FALSE	protein_coding
ENSG00000173727	AP000769.1	1.82	0.39	0.00822	0.0176	FALSE	transcribed_unprocessed_pseudogene
ENSG00000135316	SYNCRIP	6	-0.46	0.00822	0.0176	FALSE	protein_coding
ENSG00000188554	NBR1	7.62	0.24	0.00823	0.0176	FALSE	protein_coding
ENSG00000261150	EPPK1	3.12	-0.66	0.00824	0.0177	TRUE	protein_coding
ENSG00000144231	POLR2D	4.29	-0.35	0.00824	0.0177	FALSE	protein_coding
ENSG00000138821	SLC39A8	4.69	0.7	0.00824	0.0177	TRUE	protein_coding
ENSG00000123064	DDX54	5.18	-0.49	0.00824	0.0177	FALSE	protein_coding
ENSG00000131979	GCH1	5.6	0.73	0.00825	0.0177	TRUE	protein_coding
ENSG00000231307	RPS3P2	1.18	0.28	0.00825	0.0177	FALSE	processed_pseudogene
ENSG00000235481	UBE2R2-AS1	0.55	0.29	0.00826	0.0177	FALSE	lncRNA
ENSG00000162438	CTRC	1.03	0.57	0.00826	0.0177	FALSE	protein_coding
ENSG00000287367	AC016583.2	0.35	-0.22	0.00827	0.0177	FALSE	lncRNA
ENSG00000184220	CMSS1	1.86	-0.4	0.00828	0.0177	FALSE	protein_coding
ENSG00000134108	ARL8B	5.92	0.3	0.00828	0.0177	FALSE	protein_coding
ENSG00000168447	SCNN1B	0.09	0.1	0.00829	0.0177	FALSE	protein_coding
ENSG00000187091	PLCD1	3.83	-0.3	0.00829	0.0178	FALSE	protein_coding
ENSG00000162692	VCAM1	0.21	-0.16	0.0083	0.0178	FALSE	protein_coding
ENSG00000138614	INTS14	3.66	-0.38	0.0083	0.0178	FALSE	protein_coding
ENSG00000133328	PLAAT2	0.53	0.4	0.00831	0.0178	FALSE	protein_coding
ENSG00000185650	ZFP36L1	8.56	0.46	0.00832	0.0178	FALSE	protein_coding
